gene_id,COOY,CYOO,CYOY,XLOOO,XLOOY,XLOOY2,XLOOY3,XLYOY
ENSMUSG00000098104|Gm6085,241,187,164,227,238,202,249,281
ENSMUSG00000091922|Gm17409,0,0,0,4,0,0,0,0
ENSMUSG00000026839|Upp2,17827,28502,18067,15555,11911,52465,8954,3879
ENSMUSG00000086129|Gm13558,0,0,0,0,0,0,0,0
ENSMUSG00000080985|Gm13559,0,11,3,0,0,0,0,0
ENSMUSG00000075325|Gm13582,0,0,0,3,0,0,0,0
ENSMUSG00000026980|Ly75,316,321,303,802,686,940,484,475
ENSMUSG00000086196|Gm13571,0,0,0,5,0,0,0,0
ENSMUSG00000086578|Gm13583,3,0,0,5,0,0,0,1
ENSMUSG00000054580|Pla2r1,157,225,199,190,214,268,221,237
ENSMUSG00000064289|Tank,552,710,651,1000,950,1182,742,1385
ENSMUSG00000026970|Rbms1,1057,2190,1113,3162,2781,3316,2376,3952
ENSMUSG00000026914|Psmd14,2906,2878,2448,3262,2047,3495,2415,3113
ENSMUSG00000026987|Baz2b,449,914,806,1314,1088,1246,939,1257
ENSMUSG00000081236|Gm13574,0,0,0,0,0,0,0,0
ENSMUSG00000085975|Gm13572,0,3,0,6,3,0,0,0
ENSMUSG00000087181|Gm13570,0,0,0,0,3,0,0,0
ENSMUSG00000086603|Gm13620,0,0,0,3,6,4,0,0
ENSMUSG00000082330|Ldha-ps,0,0,0,1,6,0,0,0
ENSMUSG00000026977|Marchf7,282,1198,825,1781,1310,1755,1059,2785
ENSMUSG00000060703|Cd302,11951,16133,10960,22033,19122,19265,23221,20857
ENSMUSG00000080198|Rpl10a-ps4,8,2,15,11,10,4,20,13
ENSMUSG00000000392|Fap,0,4,0,3,0,12,16,3
ENSMUSG00000026896|Ifih1,995,2042,1438,2111,2673,2749,1396,3234
ENSMUSG00000082127|Gm13577,7,23,12,7,9,16,5,17
ENSMUSG00000075324|Fign,184,243,301,119,90,89,31,12
ENSMUSG00000083707|Gm13592,8,0,0,0,0,0,0,0
ENSMUSG00000081817|Gm13590,0,0,0,0,0,0,0,0
ENSMUSG00000059742|Kcnh7,4,27,17,0,0,13,13,13
ENSMUSG00000077546|Gm22020,0,0,0,0,0,0,0,0
ENSMUSG00000085029|Gm13569,0,0,0,0,0,0,0,0
ENSMUSG00000026893|Gca,362,616,388,411,357,347,227,550
ENSMUSG00000026994|Galnt3,0,31,26,105,77,141,20,52
ENSMUSG00000061171|Slc38a11,7,31,10,9,14,7,2,4
ENSMUSG00000099184|Mir6337,0,0,0,0,0,0,0,0
ENSMUSG00000026904|Slc4a10,0,0,0,0,0,0,0,0
ENSMUSG00000035000|Dpp4,4771,10118,6684,4548,4822,5899,3606,3700
ENSMUSG00000087518|Gm13561,0,11,10,0,7,14,0,9
ENSMUSG00000087681|Gm13565,0,0,0,0,4,0,0,0
ENSMUSG00000087422|Gm13564,0,0,0,4,0,0,0,0
ENSMUSG00000057182|Scn3a,11,12,7,7,0,7,0,15
ENSMUSG00000086701|Gm13595,0,0,0,0,0,0,0,0
ENSMUSG00000034810|Scn7a,0,33,23,16,30,16,9,26
ENSMUSG00000034848|Ttc21b,304,361,162,125,219,130,138,91
ENSMUSG00000086671|Gm13618,0,0,0,0,0,0,0,0
ENSMUSG00000075312|Gm13597,99,111,57,78,64,93,130,127
ENSMUSG00000109667|Gm36231,0,11,7,0,0,2,0,0
ENSMUSG00000082836|Gm13612,2,1,3,0,0,3,0,0
ENSMUSG00000027030|Stk39,132,154,156,407,509,493,438,479
ENSMUSG00000027035|Cers6,278,992,869,1295,1616,1626,717,1221
ENSMUSG00000103233|Gm37159,0,0,3,0,3,4,0,0
ENSMUSG00000103747|Gm38236,0,0,0,0,6,0,0,0
ENSMUSG00000103734|Gm37651,0,0,0,0,0,7,0,0
ENSMUSG00000104262|Gm37747,0,0,0,0,6,0,0,0
ENSMUSG00000103546|Gm37666,0,0,7,0,0,0,0,0
ENSMUSG00000102662|Gm38377,0,4,0,0,0,0,0,0
ENSMUSG00000026888|Grb14,3567,4125,3483,3940,3026,2970,4360,3724
ENSMUSG00000034903|Cobll1,1832,2116,1890,2567,2436,2792,2872,4071
ENSMUSG00000119923|AL935171.1,0,0,0,0,0,0,0,0
ENSMUSG00000086881|Gm13594,33,39,44,17,10,13,8,21
ENSMUSG00000098299|Mir7224,0,0,0,0,0,0,0,0
ENSMUSG00000097067|Gm26743,0,0,0,0,0,0,0,0
ENSMUSG00000083910|Gm13604,0,0,3,0,5,0,0,0
ENSMUSG00000081299|Gm13603,0,0,0,0,0,0,0,0
ENSMUSG00000098734|Mir6335,0,0,0,0,0,0,0,0
ENSMUSG00000104398|Gm37964,0,0,0,0,0,0,0,0
ENSMUSG00000081257|Gm13607,0,4,6,0,2,0,0,0
ENSMUSG00000034780|B3galt1,847,6273,1877,3507,4176,3148,1581,2486
ENSMUSG00000027068|Dhrs9,40,161,8,84,121,28,77,151
ENSMUSG00000075307|Klhl41,8,6,15,7,0,0,0,0
ENSMUSG00000063145|Bbs5,121,178,150,192,203,152,163,155
ENSMUSG00000027070|Lrp2,28,19,9,13,11,26,13,8
ENSMUSG00000027086|Fastkd1,1170,1419,1029,1126,1277,630,1024,1546
ENSMUSG00000042133|Ppig,472,1668,795,1340,1381,1462,632,1719
ENSMUSG00000082345|Gm13622,0,0,0,0,3,0,0,1
ENSMUSG00000042155|Klhl23,37,100,71,153,156,68,82,56
ENSMUSG00000083007|Gm13623,0,0,0,0,0,0,0,0
ENSMUSG00000027088|Phospho2,907,1631,868,805,1024,826,683,937
ENSMUSG00000081857|Gm13624,0,0,0,0,0,2,0,0
ENSMUSG00000070883|Ccdc173,15,14,0,10,18,7,6,16
ENSMUSG00000068882|Ssb,933,2744,1563,2784,2308,2673,1827,3267
ENSMUSG00000051730|Mettl5,711,946,614,454,405,628,290,356
ENSMUSG00000085735|Mettl5os,0,8,4,3,0,0,0,0
ENSMUSG00000089902|Gm13625,1,1,1,2,2,1,1,1
ENSMUSG00000047965|Rpl9-ps7,306,379,148,276,311,271,256,302
ENSMUSG00000075304|Sp5,150,221,122,45,80,51,52,53
ENSMUSG00000044308|Ubr3,5234,8204,6197,7056,6437,6487,4975,6390
ENSMUSG00000005233|Spc25,211,825,388,356,216,283,145,84
ENSMUSG00000005232|G6pc2,0,3,0,0,0,0,0,0
ENSMUSG00000027048|Abcb11,26405,44223,27355,7667,7049,15181,6705,2996
ENSMUSG00000086819|Gm13613,0,0,6,0,3,10,0,0
ENSMUSG00000083592|Gm13614,0,0,0,0,0,0,0,0
ENSMUSG00000034738|Nostrin,951,1733,1145,839,967,1031,1012,1209
ENSMUSG00000027015|Cybrd1,89,44,34,14,18,27,16,13
ENSMUSG00000041975|Mettl8,834,713,564,333,363,417,314,352
ENSMUSG00000041966|Dcaf17,569,969,628,845,927,538,333,685
ENSMUSG00000027012|Dync1i2,2690,3469,2217,2959,2596,2853,2446,3093
ENSMUSG00000027018|Hat1,722,941,620,1325,1122,1416,797,1042
ENSMUSG00000086846|Gm13642,0,0,0,0,0,0,0,6
ENSMUSG00000027010|Slc25a12,1348,1549,1216,1697,1784,1681,1648,1715
ENSMUSG00000082190|Gm13641,0,4,4,0,0,0,0,0
ENSMUSG00000014959|Gorasp2,7637,5931,5914,5373,4970,5306,4141,5315
ENSMUSG00000041997|Tlk1,1704,3136,2622,3447,3193,3582,2584,3201
ENSMUSG00000097025|Gm26558,29,10,13,13,14,14,24,24
ENSMUSG00000041921|Metap1d,1344,1554,1020,516,497,753,400,398
ENSMUSG00000084946|Dlx1as,0,7,9,0,5,4,0,0
ENSMUSG00000041911|Dlx1,0,0,4,0,0,0,0,0
ENSMUSG00000027111|Itga6,200,624,208,680,509,641,650,367
ENSMUSG00000086641|Gm13663,0,0,0,0,0,0,0,0
ENSMUSG00000084794|Gm13662,0,0,0,0,0,0,0,0
ENSMUSG00000081878|Gm13739,0,0,0,0,0,0,0,0
ENSMUSG00000006494|Pdk1,2707,3518,2066,4241,4374,4159,5043,3208
ENSMUSG00000081957|Ak3l2-ps,136,212,152,170,244,146,127,260
ENSMUSG00000055612|Cdca7,305,271,188,375,268,252,196,184
ENSMUSG00000004085|Map3k20,707,1086,560,916,841,842,625,635
ENSMUSG00000084261|Rpl36a-ps4,0,0,0,0,0,0,0,0
ENSMUSG00000027109|Sp3,584,1934,1387,2220,1589,2183,1189,3157
ENSMUSG00000084213|Hspe1-ps5,0,0,0,0,0,0,0,0
ENSMUSG00000079286|Gm11084,0,0,0,0,0,2,2,2
ENSMUSG00000063714|Sp3os,26,45,16,35,50,29,42,20
ENSMUSG00000049044|Rapgef4,5880,11271,9127,12029,10608,15097,12632,13006
ENSMUSG00000088297|Gm26408,0,0,0,0,0,0,0,0
ENSMUSG00000085439|Rapgef4os1,0,20,0,0,0,0,0,0
ENSMUSG00000085001|Rapgef4os2,1,17,25,21,29,81,8,26
ENSMUSG00000086231|Rapgef4os3,14,216,269,91,129,126,58,90
ENSMUSG00000027108|Ola1,1739,2592,1856,1545,1276,1803,932,1210
ENSMUSG00000082455|Gm13665,0,0,0,0,0,0,0,0
ENSMUSG00000083976|Gm13664,0,0,0,4,1,0,0,0
ENSMUSG00000083569|Gm13666,5,0,0,0,0,0,0,0
ENSMUSG00000086382|Chrna1os,53,82,52,28,7,52,10,4
ENSMUSG00000075284|Wipf1,384,465,285,1623,1403,2023,1240,1625
ENSMUSG00000086069|Gm13708,0,0,0,0,0,0,0,0
ENSMUSG00000086544|Chn1os3,6,27,13,0,0,0,0,0
ENSMUSG00000056486|Chn1,7,0,3,0,0,0,7,4
ENSMUSG00000085838|Chn1os1,0,0,0,0,0,0,0,0
ENSMUSG00000027104|Atf2,970,1837,1249,1884,1476,1667,1187,2157
ENSMUSG00000068859|Sp9,0,0,0,0,4,0,4,0
ENSMUSG00000041777|Cir1,711,1393,868,1156,816,1113,826,963
ENSMUSG00000008226|Scrn3,2450,3596,2593,2159,2164,2304,1502,2212
ENSMUSG00000041762|Gpr155,1391,2151,1355,636,405,670,238,159
ENSMUSG00000085519|Gm13703,0,0,0,0,0,0,0,0
ENSMUSG00000086546|Gm13709,0,0,0,0,0,0,0,0
ENSMUSG00000087176|D230022J07Rik,0,0,0,0,0,0,2,0
ENSMUSG00000075279|Mrpl23-ps1,77,51,75,65,52,65,38,32
ENSMUSG00000052371|Hoxd3os1,0,0,0,0,0,0,0,0
ENSMUSG00000027102|Hoxd8,6,3,0,0,0,0,0,0
ENSMUSG00000079277|Hoxd3,0,0,0,0,0,0,0,0
ENSMUSG00000101174|Hoxd4,0,0,0,0,0,0,0,0
ENSMUSG00000065500|Mir10b,0,0,0,0,0,0,0,0
ENSMUSG00000075277|Haglr,0,0,0,0,0,0,0,0
ENSMUSG00000085015|Gm14424,0,0,0,0,0,0,0,0
ENSMUSG00000086559|Gm14426,0,0,0,0,0,0,0,0
ENSMUSG00000100642|Gm28230,3,0,0,0,0,0,0,0
ENSMUSG00000009207|Lnpk,116,279,209,376,293,242,168,418
ENSMUSG00000087205|4930445N08Rik,0,0,0,0,0,0,0,0
ENSMUSG00000081156|Gm14425,0,0,0,0,3,0,0,0
ENSMUSG00000027099|Mtx2,2564,3848,2622,2852,2595,2509,2699,2926
ENSMUSG00000100303|2600014E21Rik,0,0,0,0,6,0,0,0
ENSMUSG00000086044|A330043C09Rik,0,0,0,0,0,0,0,0
ENSMUSG00000115959|Gm18494,0,0,0,0,3,0,0,0
ENSMUSG00000081406|Rps6-ps4,1755,1667,1295,1895,1717,1604,1327,1829
ENSMUSG00000075276|Gm13653,9,11,7,4,10,10,4,6
ENSMUSG00000083072|Gm13668,0,0,0,0,0,0,0,0
ENSMUSG00000018770|Atp5g3,27966,24818,21948,23315,18452,21038,17736,22543
ENSMUSG00000081833|Gm13669,5,0,0,0,7,0,0,3
ENSMUSG00000086813|Gm13657,79,156,169,71,40,86,74,24
ENSMUSG00000075273|Ttc30b,240,344,278,163,129,186,123,105
ENSMUSG00000075272|Ttc30a2,92,77,61,43,48,58,32,33
ENSMUSG00000075271|Ttc30a1,139,178,168,66,104,110,62,78
ENSMUSG00000042410|Agps,511,1080,787,1204,1281,1205,511,1244
ENSMUSG00000042369|Rbm45,853,790,625,847,767,676,629,1008
ENSMUSG00000082152|Gm13655,0,2,0,0,4,0,0,0
ENSMUSG00000059005|Hnrnpa3,968,2538,1927,1688,1491,2181,675,1865
ENSMUSG00000093242|Gm24574,1,1,1,1,1,1,1,1
ENSMUSG00000015839|Nfe2l2,3628,4248,3696,6568,5811,3882,6577,7554
ENSMUSG00000087222|E030042O20Rik,70,93,55,60,36,37,25,34
ENSMUSG00000042359|Osbpl6,14,0,6,0,5,4,0,0
ENSMUSG00000002732|Fkbp7,124,219,107,166,159,204,218,115
ENSMUSG00000002731|Prkra,1094,1233,723,590,500,840,446,387
ENSMUSG00000119644|AL928867.1,0,0,0,0,0,0,0,0
ENSMUSG00000002733|Plekha3,867,1236,918,1075,1102,1047,901,984
ENSMUSG00000042272|Sestd1,139,161,114,280,228,241,167,354
ENSMUSG00000084087|Gm13650,0,0,0,0,0,0,0,0
ENSMUSG00000044033|Ccdc141,275,789,980,311,507,600,233,302
ENSMUSG00000027014|Cwc22,513,3073,2574,2144,760,922,556,1088
ENSMUSG00000087353|Gm13727,3,14,14,3,0,0,0,0
ENSMUSG00000027011|Ube2e3,1800,1966,1670,1405,1282,1834,1155,1221
ENSMUSG00000027009|Itga4,163,531,236,1888,2865,2827,1129,1477
ENSMUSG00000075256|Cerkl,69,340,144,402,902,241,369,661
ENSMUSG00000088915|Gm22606,0,0,0,3,6,0,1,5
ENSMUSG00000034701|Neurod1,0,0,0,0,0,0,0,0
ENSMUSG00000081284|Gm13673,0,0,1,1,14,0,5,24
ENSMUSG00000027016|Zfp385b,1329,1326,1209,1148,512,1424,840,402
ENSMUSG00000085845|Gm13944,0,0,0,0,0,0,0,2
ENSMUSG00000027007|Itprid2,2725,4144,2997,4367,3672,4536,4057,4219
ENSMUSG00000059173|Pde1a,120,146,97,347,212,350,314,412
ENSMUSG00000027004|Frzb,117,140,65,891,780,777,828,1127
ENSMUSG00000027006|Dnajc10,2640,2956,2357,3354,3444,4412,3310,3347
ENSMUSG00000106252|Mir684-1,0,1,0,2,1,0,1,1
ENSMUSG00000026999|Nup35,448,393,257,372,639,294,321,531
ENSMUSG00000027001|Dusp19,304,448,336,169,133,252,87,173
ENSMUSG00000086436|Gm13690,6,14,13,9,16,9,9,8
ENSMUSG00000027002|Nckap1,3835,7598,6046,4624,3198,4033,2578,4028
ENSMUSG00000081487|Gm13689,0,3,3,0,0,0,0,7
ENSMUSG00000064669|Gm24461,0,0,0,0,0,2,0,0
ENSMUSG00000080979|Gm13675,2,0,0,0,0,0,0,0
ENSMUSG00000083291|Gm13679,4,0,0,0,0,0,0,0
ENSMUSG00000081400|Gm13680,517,410,422,701,478,898,460,675
ENSMUSG00000064193|Gm4735,4059,3076,2849,13476,10457,7827,12144,18165
ENSMUSG00000048388|Fam171b,211,899,610,216,30,61,0,15
ENSMUSG00000027091|Zc3h15,2067,4436,3191,3251,2338,2547,1759,3251
ENSMUSG00000094125|Gm13698,16,103,66,61,6,2,6,6
ENSMUSG00000094336|Gm13693,24,137,84,69,6,1,7,6
ENSMUSG00000096729|Gm13695,21,130,92,68,5,1,6,7
ENSMUSG00000096484|Gm13696,23,116,84,64,6,2,7,5
ENSMUSG00000096337|Gm13694,27,214,149,106,5,3,6,8
ENSMUSG00000095824|Gm13697,20,187,144,93,7,0,9,8
ENSMUSG00000079247|Gm13691,20,144,105,83,6,1,8,8
ENSMUSG00000027087|Itgav,536,1383,987,2497,1988,1992,1831,3190
ENSMUSG00000085335|Gm13684,0,0,0,6,5,18,0,6
ENSMUSG00000081801|Dnmt3l-ps1,0,0,0,0,0,0,0,0
ENSMUSG00000059588|Calcrl,209,793,455,1050,1039,1178,570,1351
ENSMUSG00000027082|Tfpi,406,1100,684,1140,768,779,404,660
ENSMUSG00000118521|Gm52948,1,3,4,4,0,2,0,4
ENSMUSG00000087362|Gm13710,15,19,10,23,43,132,6,7
ENSMUSG00000027076|Timm10,978,1172,932,1584,993,1040,1174,1912
ENSMUSG00000050896|Rtn4rl2,10,9,0,237,309,305,306,559
ENSMUSG00000027075|Slc43a1,563,851,727,820,607,1066,746,522
ENSMUSG00000027073|Prg2,16,0,9,306,144,10,20,53
ENSMUSG00000027074|Slc43a3,1067,1471,1149,3497,3552,3831,2831,4175
ENSMUSG00000044338|Aplnr,19,18,11,13,17,0,12,4
ENSMUSG00000085135|Gm13713,0,0,0,0,2,6,3,0
ENSMUSG00000075224|Lrrc55,4,4,6,0,0,0,7,4
ENSMUSG00000086905|Gm13716,4,0,0,0,0,0,0,0
ENSMUSG00000083594|Gm13722,26,117,44,0,0,3,0,0
ENSMUSG00000083864|Gm13719,6,9,26,3,31,11,7,35
ENSMUSG00000081853|Gm13735,26,0,0,0,0,3,0,3
ENSMUSG00000081041|Nlk-ps1,6,0,12,6,0,4,0,0
ENSMUSG00000082028|Gm1826,12,16,19,13,4,18,6,10
ENSMUSG00000045392|Olfr1033,4,2,0,63,32,17,118,238
ENSMUSG00000027071|P2rx3,18,84,60,15,0,9,0,0
ENSMUSG00000027067|Ssrp1,3746,4198,3477,4935,3638,4207,3787,4741
ENSMUSG00000033955|Tnks1bp1,4418,5156,4370,3860,4053,3034,3402,3768
ENSMUSG00000083688|Gm13743,14,20,4,0,6,21,19,17
ENSMUSG00000045225|Olfr1152,1,0,0,0,0,0,0,0
ENSMUSG00000082056|Gm13745,0,0,0,0,0,0,0,0
ENSMUSG00000082908|Gm13736,1495,1470,1202,913,718,1161,606,718
ENSMUSG00000080223|Gm13768,10,4,6,32,33,90,67,41
ENSMUSG00000051329|Nup160,414,797,553,776,676,624,516,783
ENSMUSG00000008200|Fnbp4,410,1162,719,1351,1470,1387,1065,1892
ENSMUSG00000080873|Rpl30-ps3,0,0,0,0,0,0,2,0
ENSMUSG00000082980|Olfr1274,0,0,0,0,0,0,0,0
ENSMUSG00000025314|Ptprj,2849,3564,2984,6151,4620,8414,6320,5942
ENSMUSG00000085471|4933423P22Rik,0,10,3,0,6,14,0,0
ENSMUSG00000085547|Gm13767,86,32,27,163,161,235,224,260
ENSMUSG00000034101|Ctnnd1,8351,8316,7116,9080,8147,10703,8035,7847
ENSMUSG00000101645|Gm28635,0,0,0,0,0,0,0,0
ENSMUSG00000086598|Btbd18,6,4,0,0,0,0,0,0
ENSMUSG00000076437|Selenoh,506,439,314,549,388,883,447,273
ENSMUSG00000050043|Tmx2,5374,5030,4071,2393,2122,3454,2044,1972
ENSMUSG00000027080|Med19,1018,1092,717,722,737,713,708,853
ENSMUSG00000027079|Clp1,986,1383,1057,1407,2062,1136,1258,1484
ENSMUSG00000034059|Ypel4,0,12,11,113,93,52,86,124
ENSMUSG00000065484|Mir130a,0,0,0,0,0,0,0,0
ENSMUSG00000027077|Smtnl1,0,0,0,0,0,0,0,0
ENSMUSG00000034075|Zdhhc5,5648,6476,5265,5067,4920,4835,4574,5622
ENSMUSG00000097187|Gm19426,135,132,151,53,41,65,12,29
ENSMUSG00000023224|Serping1,52463,49746,43839,63525,58580,66951,81282,55707
ENSMUSG00000027078|Ube2l6,5440,2505,2090,4045,6433,10218,5788,4801
ENSMUSG00000005506|Celf1,5290,7614,6008,6735,6282,6321,5150,5773
ENSMUSG00000040812|Agbl2,6,9,6,0,0,3,0,0
ENSMUSG00000027282|Mtch2,9661,9284,7434,6904,5824,7176,6518,7196
ENSMUSG00000118479|Gm32514,0,0,0,0,0,0,0,0
ENSMUSG00000005505|Kbtbd4,746,846,948,525,359,359,332,341
ENSMUSG00000063235|Ptpmt1,2587,2701,1455,3376,2430,3048,2176,2476
ENSMUSG00000091037|Gm17661,0,0,0,0,0,0,0,0
ENSMUSG00000080977|Gm13772,1,2,1,1,1,7,1,7
ENSMUSG00000040794|C1qtnf4,142,64,39,31,31,46,23,26
ENSMUSG00000005510|Ndufs3,6900,6092,5779,6288,4609,5713,4576,5110
ENSMUSG00000002104|Rapsn,3,0,0,0,5,6,3,0
ENSMUSG00000086495|Gm13778,0,0,4,11,0,2,0,0
ENSMUSG00000002102|Psmc3,9027,8351,7008,7707,5875,7384,6474,6606
ENSMUSG00000002105|Slc39a13,907,825,844,534,811,652,430,490
ENSMUSG00000027253|Lrp4,1122,1086,1083,768,748,1100,646,579
ENSMUSG00000002111|Spi1,772,492,358,4310,4349,5620,2372,2454
ENSMUSG00000002100|Mybpc3,6,0,0,47,51,45,39,19
ENSMUSG00000040687|Madd,2668,2907,2031,1570,1953,1063,931,729
ENSMUSG00000086206|Gm13783,0,0,0,0,6,0,0,0
ENSMUSG00000088018|Gm23390,0,0,0,0,0,0,0,0
ENSMUSG00000002109|Ddb2,226,324,213,174,149,154,121,189
ENSMUSG00000002108|Nr1h3,6939,6687,4944,7475,7906,9744,5059,5219
ENSMUSG00000002103|Acp2,4942,5282,4160,4848,5106,6508,4036,3463
ENSMUSG00000027257|Pacsin3,2649,2324,2165,1655,1630,2482,2478,1910
ENSMUSG00000027255|Arfgap2,9248,8104,6722,6759,6035,7772,5256,4929
ENSMUSG00000040591|1110051M20Rik,221,206,109,205,163,298,169,130
ENSMUSG00000081248|Gm13787,0,0,0,0,0,0,0,0
ENSMUSG00000027243|Harbi1,670,839,527,621,615,642,565,669
ENSMUSG00000082457|Gm13776,0,3,0,3,8,0,1,2
ENSMUSG00000027239|Mdk,73,22,40,34,35,37,8,31
ENSMUSG00000040506|Ambra1,1594,1400,1358,1731,1623,1630,1543,2128
ENSMUSG00000027230|Creb3l1,98,48,92,506,626,278,533,516
ENSMUSG00000040479|Dgkz,3832,3511,2673,3757,3712,4968,2665,2859
ENSMUSG00000098651|Mir6999,0,3,2,0,0,0,0,0
ENSMUSG00000095332|Gm9821,4,16,4,30,30,35,19,11
ENSMUSG00000087197|Gm13780,0,0,0,0,0,0,0,0
ENSMUSG00000087018|2900072N19Rik,0,0,0,0,0,0,0,0
ENSMUSG00000058318|Phf21a,692,1008,920,901,845,653,709,843
ENSMUSG00000088639|Mir1955,0,0,0,0,0,0,0,0
ENSMUSG00000083951|Gm13786,0,0,0,0,2,0,0,0
ENSMUSG00000081730|Gm13785,0,0,0,0,3,0,0,3
ENSMUSG00000027221|Chst1,24,0,22,17,10,0,0,13
ENSMUSG00000049922|Slc35c1,1849,945,1316,2013,1592,1386,1337,1680
ENSMUSG00000075028|Prdm11,111,62,74,199,199,146,126,143
ENSMUSG00000075027|4631405J19Rik,0,0,12,16,17,3,26,19
ENSMUSG00000085852|Gm13807,29,20,10,19,5,19,14,17
ENSMUSG00000068735|Trp53i11,584,597,545,2770,2086,2527,1784,3287
ENSMUSG00000027217|Tspan18,379,255,273,369,402,235,392,565
ENSMUSG00000040434|Large2,99,180,126,42,35,44,50,35
ENSMUSG00000044916|1700029I15Rik,40,48,66,36,38,25,63,20
ENSMUSG00000027223|Mapk8ip1,211,121,135,96,102,93,120,90
ENSMUSG00000099093|Mir7000,0,0,0,0,0,0,0,0
ENSMUSG00000027222|Pex16,5585,5110,4415,7020,4303,6396,6129,7443
ENSMUSG00000068742|Cry2,2441,1816,1832,3534,1791,3505,3173,3163
ENSMUSG00000084781|D930015M05Rik,14,8,17,6,14,45,23,15
ENSMUSG00000040549|Ckap5,637,1074,838,1796,1515,1493,1065,1786
ENSMUSG00000077221|Snord67,0,0,0,0,0,0,0,0
ENSMUSG00000075040|Zfp408,478,471,373,785,742,674,623,701
ENSMUSG00000027247|Arhgap1,1097,1186,877,1937,2024,2083,1760,1547
ENSMUSG00000027244|Atg13,3199,2739,2494,3271,2963,3736,2773,4110
ENSMUSG00000027249|F2,141881,127205,109297,133768,102512,124158,125229,102999
ENSMUSG00000083832|Gm13771,2,2,0,0,5,5,0,7
ENSMUSG00000027215|Cd82,5506,5302,4316,6265,4266,8040,5633,5125
ENSMUSG00000099238|Mir7001,0,0,2,3,2,2,0,6
ENSMUSG00000075025|Gm10804,0,8,6,30,20,28,9,32
ENSMUSG00000040272|Accs,358,240,179,342,247,348,313,261
ENSMUSG00000098004|Gm27027,0,0,0,0,0,0,0,0
ENSMUSG00000027196|Alkbh3os1,1,11,5,11,7,0,0,0
ENSMUSG00000040174|Alkbh3,1253,1204,866,988,893,1133,936,868
ENSMUSG00000087006|Gm13889,403,376,376,1180,546,294,943,1521
ENSMUSG00000040310|Alx4,10,0,0,0,0,0,0,4
ENSMUSG00000027198|Ext2,4054,2576,3284,3189,2702,2917,2034,2119
ENSMUSG00000081353|Gm13818,0,4,6,0,0,0,0,0
ENSMUSG00000075020|Mir670hg,4,3,0,20,13,8,17,0
ENSMUSG00000065511|Mir129-2,0,0,0,0,0,0,0,0
ENSMUSG00000106336|Mir129b,0,0,0,0,0,0,0,0
ENSMUSG00000076335|Mir670,0,0,0,0,0,1,0,0
ENSMUSG00000082820|Gm13803,25,93,26,65,45,40,37,79
ENSMUSG00000027165|Iftap,465,1029,581,465,362,524,369,262
ENSMUSG00000093614|Gm20693,0,2,0,0,3,0,0,0
ENSMUSG00000032864|Rag2,0,0,0,0,0,0,0,0
ENSMUSG00000061311|Rag1,0,0,0,16,10,18,16,0
ENSMUSG00000027164|Traf6,1217,1735,1075,2225,1549,1897,1776,2646
ENSMUSG00000027195|Hsd17b12,11741,13417,9738,7462,6432,11706,6256,7032
ENSMUSG00000032841|Prr5l,83,153,96,146,214,157,155,206
ENSMUSG00000087465|Gm13905,0,0,0,0,0,0,0,0
ENSMUSG00000027194|Ttc17,2105,1997,1831,2851,2932,1938,3314,3778
ENSMUSG00000027193|Api5,2628,4952,3919,5253,4390,4680,3859,5042
ENSMUSG00000081476|Itpa-ps1,78,71,35,83,20,71,25,52
ENSMUSG00000045464|2810002D19Rik,43,65,91,40,58,23,48,42
ENSMUSG00000027163|Commd9,1723,1365,1115,1222,1005,1247,880,799
ENSMUSG00000075012|Fjx1,6,13,0,82,76,28,23,60
ENSMUSG00000085417|Gm13919,0,0,0,4,0,0,8,4
ENSMUSG00000085110|Gm13920,0,0,0,0,0,0,0,0
ENSMUSG00000048058|Ldlrad3,132,219,210,276,334,210,258,180
ENSMUSG00000082328|Gm13921,0,0,2,0,0,0,0,2
ENSMUSG00000027188|Pamr1,253,202,270,359,257,426,176,455
ENSMUSG00000027189|Trim44,2405,3418,2870,2985,2727,4270,2258,2732
ENSMUSG00000083306|Gm13868,0,0,0,0,0,0,0,0
ENSMUSG00000005087|Cd44,265,594,177,2614,3547,5513,1710,2066
ENSMUSG00000119260|AL844155.1,0,0,0,0,0,0,0,0
ENSMUSG00000050587|Lrrc4c,26,73,48,63,67,35,43,62
ENSMUSG00000091061|4930445B16Rik,0,0,0,0,0,0,0,0
ENSMUSG00000091288|Gm17075,0,0,0,0,0,0,0,0
ENSMUSG00000090449|Gm17076,0,0,0,0,0,0,0,0
ENSMUSG00000088633|Gm22313,0,0,0,0,0,0,0,0
ENSMUSG00000005089|Slc1a2,4015,5793,4471,2973,5452,6237,3780,3314
ENSMUSG00000087185|Gm13872,0,3,0,11,6,36,4,9
ENSMUSG00000012350|Ehf,12,93,11,85,57,52,45,57
ENSMUSG00000010911|Apip,1000,925,687,1093,645,853,748,623
ENSMUSG00000010914|Pdhx,2260,2417,1941,2165,1710,2052,2257,1825
ENSMUSG00000027185|Nat10,1006,951,906,1152,1071,1070,709,743
ENSMUSG00000032724|Abtb2,1843,1025,1317,1176,599,1145,1220,1274
ENSMUSG00000027184|Caprin1,10699,14142,13003,9806,10130,9275,6070,9068
ENSMUSG00000086687|4930547E08Rik,0,0,0,0,0,0,0,0
ENSMUSG00000081348|Gm13878,0,0,0,0,0,0,0,0
